,work_importance,religion_importance,overall_hapineess,overal_satisfaction_work,free_to_choose,life_satisfaction,pay_important_job,people _important_job,no_pressure_important_job,security_important_job,promotion_important_job,hours_important_job,usefulness_important_job,holidays_important_job,achieving_important_job,responsible_important_job,interesting_important_job,sex,age,marital_status,highest_educ_lvl,employment_status,numb_employees_organisation,job_type,duration_unemployment,country
1214,quite important,not important,very happy,8,9,10,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,22.0,never married,full 2nd maturity level certificate,,,,,Germany
1215,very important,not important,quite happy,0,7,9,mentioned,mentioned,,mentioned,mentioned,,,,mentioned,mentioned,mentioned,female,23.0,never married,full 2nd maturity level certificate,student,,,,Germany
1216,quite important,not important,quite happy,0,7,8,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,female,23.0,never married,full 2nd maturity level certificate,student,,,,Germany
1217,quite important,not important,quite happy,0,7,9,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,23.0,never married,full 2nd maturity level certificate,student,,,,Germany
1218,quite important,not important,quite happy,7,8,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,22.0,never married,,other,,,,Germany
1219,quite important,not at all important,quite happy,9,8,8,mentioned,mentioned,,,,,,,,,mentioned,female,28.0,married,"2nd, interm general qualification",30h a week or more,25-49,junior level non-manual -office worker etc,,Germany
1220,quite important,quite important,quite happy,0,6,6,mentioned,mentioned,,mentioned,,,,,,,,female,35.0,married,compl compulsory education,unemployed,,,+ two years,Germany
1221,quite important,not important,not very happy,0,8,3,,,,,,,,,,mentioned,mentioned,female,35.0,married,full 2nd maturity level certificate,other,,,,Germany
1222,very important,not at all important,quite happy,10,6,6,,mentioned,,mentioned,,,,,,,,female,51.0,married,compl compulsory education,30h a week or more,2-9,employer/manager of establ with less than 10 employees,,Germany
1223,very important,not at all important,quite happy,7,7,6,mentioned,mentioned,,,,,,,mentioned,,mentioned,male,36.0,never married,higher educ- upper-level 3d certificate,30h a week or more,2-9,"professional worker (lawyer, accountant, teacher etc)",,Germany
1224,very important,not at all important,very happy,9,7,10,mentioned,mentioned,,mentioned,,,,,,,,female,56.0,married,higher educ- upper-level 3d certificate,30h a week or more,25-49,junior level non-manual -office worker etc,,Germany
1225,not important,very important,quite happy,0,6,9,,mentioned,,mentioned,,,,,mentioned,,,female,68.0,widowed,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
1226,very important,not important,quite happy,4,6,8,,,,,,,,,,,,male,63.0,divorced,higher educ- upper-level 3d certificate,30h a week or more,100-249,middle level non-manual -office worker etc,,Germany
1227,not important,not at all important,quite happy,0,7,6,mentioned,mentioned,,mentioned,mentioned,mentioned,,,,mentioned,,male,20.0,never married,"2nd, interm general qualification",student,,,,Germany
1228,very important,not important,quite happy,5,10,7,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,male,39.0,never married,compl compulsory education,30h a week or more,100-249,semi-skilled manual worker,,Germany
1229,very important,not at all important,quite happy,8,9,8,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,male,39.0,married,compl compulsory education,30h a week or more,10-24,skilled manual worker,,Germany
1230,very important,not important,very happy,10,10,10,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,35.0,never married,compl compulsory education,self employed,,employer/manager of establ with less than 10 employees,,Germany
1231,very important,not at all important,not very happy,8,6,7,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,35.0,never married,"2nd, interm general qualification",30h a week or more,1000-2499,skilled manual worker,,Germany
1232,not important,very important,quite happy,0,7,8,,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,female,26.0,married,"2nd, interm general qualification",housewife,,,,Germany
1233,quite important,not at all important,quite happy,1,3,5,mentioned,mentioned,,mentioned,,,,,,,mentioned,male,25.0,never married,compl compulsory education,30h a week or more,25-49,skilled manual worker,,Germany
1234,quite important,not at all important,quite happy,8,4,7,mentioned,mentioned,,mentioned,,,,,,,,female,27.0,never married,"2nd, interm general qualification",30h a week or more,2-9,junior level non-manual -office worker etc,,Germany
1235,not at all important,not important,not very happy,0,4,4,mentioned,mentioned,,mentioned,,,,,,,mentioned,female,71.0,widowed,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
1236,quite important,not at all important,quite happy,0,6,4,mentioned,,,mentioned,,,,,,,,male,34.0,never married,"2nd, interm general qualification",unemployed,,,half a year -one year,Germany
1237,quite important,not at all important,quite happy,7,6,7,mentioned,mentioned,,,,,,,,,,female,26.0,never married,"2nd, interm general qualification",less then 30h a week,,junior level non-manual -office worker etc,,Germany
1238,not important,not important,quite happy,0,4,6,mentioned,mentioned,,,,,,,,,,female,39.0,married,compl compulsory education,housewife,,,,Germany
1239,quite important,not important,quite happy,0,4,6,,,,mentioned,,,,,,,,female,56.0,widowed,compl compulsory education,unemployed,,,less than half a year,Germany
1240,very important,not important,not at all happy,4,4,3,,,,mentioned,,,,,,,,male,41.0,married,full 2nd maturity level certificate,30h a week or more,,skilled manual worker,,Germany
1241,not at all important,not important,not very happy,0,3,4,mentioned,mentioned,,mentioned,,,,,mentioned,,,male,68.0,widowed,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
1242,not important,not at all important,quite happy,0,4,6,mentioned,mentioned,,,,,,,,,,female,35.0,never married,compl compulsory education,housewife,,,,Germany
1243,quite important,not important,quite happy,8,6,7,mentioned,mentioned,,mentioned,,,,,mentioned,,mentioned,female,30.0,married,compl compulsory education,less then 30h a week,,unskilled manual worker,,Germany
1244,quite important,not important,quite happy,8,6,8,mentioned,mentioned,,mentioned,,,,,,,mentioned,female,61.0,divorced,compl compulsory education,30h a week or more,2500 and more,skilled manual worker,,Germany
1245,very important,quite important,quite happy,9,8,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,52.0,married,compl compulsory education,30h a week or more,500-999,,,Germany
1246,not important,not important,quite happy,0,8,10,mentioned,,,mentioned,,,,,mentioned,mentioned,mentioned,male,70.0,married,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
1247,very important,quite important,quite happy,7,7,7,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,,,mentioned,mentioned,mentioned,female,33.0,never married,"2nd, interm general qualification",other,,,,Germany
1248,quite important,quite important,quite happy,0,10,7,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,56.0,married,compl compulsory education,housewife,,,,Germany
1249,very important,not at all important,quite happy,7,8,8,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,38.0,separated,"2nd, interm general qualification",30h a week or more,1000-2499,skilled manual worker,,Germany
1250,quite important,not at all important,very happy,8,9,9,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,37.0,separated,"2nd, interm general qualification",less then 30h a week,,skilled manual worker,,Germany
1251,quite important,not important,,0,7,6,mentioned,mentioned,,mentioned,mentioned,,mentioned,,,,,female,52.0,married,compl compulsory education,housewife,,,,Germany
1252,very important,not at all important,very happy,0,8,7,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,61.0,married,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
1253,not important,quite important,quite happy,0,8,9,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,60.0,married,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
1254,quite important,not important,very happy,8,8,9,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,female,48.0,married,"2nd, interm general qualification",less then 30h a week,100-249,junior level non-manual -office worker etc,,Germany
1255,quite important,not important,quite happy,8,8,8,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,male,64.0,married,"2nd, interm general qualification",30h a week or more,50-99,middle level non-manual -office worker etc,,Germany
1256,very important,quite important,quite happy,9,8,8,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,female,45.0,married,"2nd, interm general qualification",30h a week or more,100-249,junior level non-manual -office worker etc,,Germany
1257,quite important,quite important,very happy,8,8,9,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,female,35.0,married,"2nd, interm general qualification",less then 30h a week,50-99,junior level non-manual -office worker etc,,Germany
1258,very important,not important,quite happy,8,8,9,mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,40.0,married,"2nd, interm general qualification",30h a week or more,50-99,junior level non-manual -office worker etc,,Germany
1259,not important,not important,quite happy,7,8,9,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,49.0,married,"2nd, interm general qualification",30h a week or more,25-49,junior level non-manual -office worker etc,,Germany
1260,not important,quite important,quite happy,0,8,9,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,74.0,widowed,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
1261,not important,very important,quite happy,0,8,9,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,female,50.0,married,compl compulsory education,housewife,,,,Germany
1262,quite important,not important,quite happy,0,9,9,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,20.0,never married,full 2nd maturity level certificate,student,,,,Germany
1263,not important,quite important,quite happy,0,7,8,mentioned,mentioned,,mentioned,mentioned,mentioned,mentioned,,mentioned,mentioned,mentioned,male,78.0,married,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
1264,very important,not at all important,quite happy,0,10,10,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,23.0,never married,full 2nd maturity level certificate,student,,,,Germany
1265,very important,quite important,quite happy,0,8,9,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,65.0,married,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
1266,not important,quite important,not very happy,0,8,8,mentioned,mentioned,,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,79.0,widowed,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
1267,very important,quite important,very happy,9,8,8,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,54.0,married,compl compulsory education,30h a week or more,25-49,skilled manual worker,,Germany
